geography,gender,has_credit_card,is_active,card_type,age_group,age,credit_score,tenure,balance,num_products,est_salary,satisfaction_score,pts_earned,churned
France,Male,1,0,DIAMOND,Middle-Aged (26-45),37,726,2,132057.92,2,34743.98,1,953,0
France,Male,1,0,GOLD,Middle-Aged (26-45),33,596,8,0.0,1,121189.3,5,873,1
Germany,Female,0,1,GOLD,Middle-Aged (26-45),35,850,7,114285.2,1,129660.59,5,791,0
France,Female,1,0,GOLD,Middle-Aged (26-45),41,637,9,0.0,2,145477.36,5,624,0
Spain,Male,0,1,PLATINUM,Middle-Aged (26-45),32,690,2,76087.98,1,151822.66,1,308,0
France,Male,1,0,SILVER,Middle-Aged (26-45),40,689,8,160272.27,1,49656.24,2,729,0
Spain,Male,1,0,SILVER,Older Adults (46-64),63,633,4,114552.6,1,73856.28,5,944,1
France,Female,1,1,SILVER,Middle-Aged (26-45),27,555,8,102000.17,1,116757.0,5,586,0
Spain,Male,0,0,SILVER,Young Adults (18-25),24,563,7,0.0,2,16319.56,5,769,0
France,Female,0,1,SILVER,Middle-Aged (26-45),33,494,1,137853.0,1,90273.85,3,674,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),27,534,9,0.0,2,161344.13,2,925,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),42,696,7,162318.61,1,121061.89,5,587,0
Spain,Female,0,0,GOLD,Older Adults (46-64),50,535,1,140292.58,3,69531.22,2,315,1
France,Male,0,1,GOLD,Middle-Aged (26-45),34,600,0,0.0,2,3756.23,2,964,0
France,Female,0,0,GOLD,Middle-Aged (26-45),34,807,1,0.0,1,114448.13,3,306,0
France,Female,0,1,SILVER,Older Adults (46-64),52,714,2,0.0,1,144045.08,1,604,1
France,Male,1,0,SILVER,Young Adults (18-25),24,590,7,126431.54,1,58781.11,3,667,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),41,614,3,123475.04,1,179227.52,4,539,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),45,766,6,97652.96,1,127332.33,2,883,0
Spain,Male,0,1,GOLD,Middle-Aged (26-45),42,557,4,0.0,2,86642.38,2,569,0
Germany,Female,1,0,SILVER,Older Adults (46-64),49,788,4,137455.99,1,184178.29,1,423,1
France,Female,0,1,SILVER,Middle-Aged (26-45),38,648,2,0.0,2,9551.49,1,565,0
Germany,Female,1,1,PLATINUM,Middle-Aged (26-45),33,726,7,99046.31,2,56053.06,3,445,0
France,Male,1,1,SILVER,Middle-Aged (26-45),33,773,9,0.0,2,1118.31,3,289,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),27,583,4,105907.42,2,195732.04,5,267,0
Germany,Male,1,0,PLATINUM,Older Adults (46-64),52,565,5,97720.35,2,175070.94,2,324,1
France,Male,0,1,PLATINUM,Young Adults (18-25),25,705,9,0.0,2,112331.19,1,917,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),43,685,4,97392.18,2,43956.83,1,689,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),29,741,8,0.0,2,115994.52,5,854,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),28,658,9,152812.58,1,166682.57,2,790,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),27,575,3,139301.68,1,99843.98,2,548,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),41,844,10,76319.64,1,141175.18,3,256,1
Spain,Male,1,0,SILVER,Retirement Aged (65+),67,559,9,125919.35,1,175910.95,1,770,1
France,Male,0,1,PLATINUM,Middle-Aged (26-45),37,725,6,124348.38,2,176984.34,5,309,0
France,Male,1,1,GOLD,Middle-Aged (26-45),29,450,7,117199.8,1,43480.63,2,483,0
Germany,Female,0,0,DIAMOND,Older Adults (46-64),57,738,9,148384.64,1,155047.11,5,285,1
Germany,Female,1,1,PLATINUM,Young Adults (18-25),19,642,3,113905.48,1,176137.2,5,893,0
Spain,Male,0,1,SILVER,Middle-Aged (26-45),32,618,5,133476.09,1,154843.4,2,734,0
France,Male,1,1,PLATINUM,Older Adults (46-64),47,590,0,117879.32,1,8214.46,5,874,0
France,Male,0,1,GOLD,Older Adults (46-64),50,735,2,0.0,2,147075.69,3,863,0
France,Male,0,0,GOLD,Middle-Aged (26-45),34,550,8,122359.5,1,116495.55,2,702,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),28,729,0,0.0,2,31165.06,3,433,1
Germany,Male,1,1,SILVER,Older Adults (46-64),59,743,5,108585.35,1,192127.22,5,431,1
France,Male,1,0,GOLD,Middle-Aged (26-45),31,555,8,145875.74,1,137491.23,3,239,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),36,667,3,121542.57,2,186841.71,5,252,0
Spain,Female,0,0,SILVER,Middle-Aged (26-45),41,790,7,109508.68,1,86776.38,3,233,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),34,727,2,146407.11,1,72073.72,2,647,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),39,744,6,0.0,1,10662.58,4,593,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),35,629,8,112330.83,1,91001.02,3,556,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),35,619,4,90413.12,1,20555.21,3,389,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),34,634,8,105302.66,1,123164.97,1,378,0
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),35,608,6,0.0,2,143463.28,4,253,0
France,Female,0,0,GOLD,Middle-Aged (26-45),35,507,1,0.0,2,92131.54,5,313,0
Germany,Female,0,0,DIAMOND,Middle-Aged (26-45),35,536,4,121520.36,1,77178.42,3,881,0
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),43,730,1,103960.38,1,193650.16,2,348,0
Germany,Male,0,0,GOLD,Middle-Aged (26-45),39,583,8,102945.01,1,52861.89,3,802,0
France,Female,1,0,GOLD,Young Adults (18-25),24,644,8,92760.55,1,35896.75,5,238,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),37,790,8,0.0,2,149418.41,4,348,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),40,807,1,134590.21,1,46253.65,3,779,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),37,581,10,104255.03,1,86609.37,2,559,0
Spain,Female,0,0,SILVER,Older Adults (46-64),55,627,6,0.0,1,91943.94,3,396,1
France,Male,1,0,SILVER,Middle-Aged (26-45),41,850,3,0.0,2,128892.36,3,775,0
France,Female,1,0,GOLD,Middle-Aged (26-45),35,754,4,0.0,2,44830.71,1,992,0
Germany,Male,0,1,DIAMOND,Older Adults (46-64),50,551,1,121399.98,1,84508.44,2,713,1
Germany,Male,1,1,GOLD,Middle-Aged (26-45),35,637,8,147127.81,2,84760.7,2,792,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),31,699,8,125927.51,2,147661.47,2,240,0
France,Female,0,1,PLATINUM,Young Adults (18-25),25,542,7,0.0,2,82393.08,3,266,0
Germany,Male,0,1,PLATINUM,Older Adults (46-64),48,640,1,111599.32,1,135995.58,3,910,0
France,Female,0,0,GOLD,Middle-Aged (26-45),27,553,3,0.0,2,159800.16,5,300,0
France,Male,1,0,GOLD,Middle-Aged (26-45),38,741,9,0.0,2,14379.01,5,347,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),35,598,8,114212.6,1,74322.85,2,629,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),42,660,5,0.0,3,189016.24,5,351,1
Spain,Male,0,0,PLATINUM,Middle-Aged (26-45),41,618,4,115251.64,1,136435.75,5,644,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),43,647,9,0.0,2,78488.39,4,555,0
France,Female,0,1,PLATINUM,Retirement Aged (65+),68,491,3,107571.61,1,113695.99,4,786,0
France,Female,1,0,GOLD,Middle-Aged (26-45),32,652,2,0.0,2,54628.11,3,843,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),45,650,9,152367.21,3,150835.21,3,760,1
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),39,413,1,130969.77,2,158891.79,1,827,0
Germany,Female,1,1,DIAMOND,Young Adults (18-25),25,416,0,97738.97,2,160523.33,1,974,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),34,629,8,0.0,2,180595.02,3,835,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),40,678,4,113794.22,1,16618.76,4,831,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),28,527,6,128396.33,2,79919.97,5,882,0
Spain,Female,0,0,SILVER,Older Adults (46-64),48,743,5,118207.69,2,186489.14,2,947,1
Germany,Male,1,1,PLATINUM,Retirement Aged (65+),73,683,9,124730.26,1,51999.5,2,327,0
France,Female,1,0,GOLD,Middle-Aged (26-45),41,536,9,0.0,1,121299.14,3,685,0
Spain,Male,1,0,SILVER,Older Adults (46-64),52,663,0,136298.65,1,144593.3,2,548,1
France,Female,0,0,GOLD,Middle-Aged (26-45),38,646,2,0.0,2,178752.73,3,240,0
France,Male,1,1,SILVER,Middle-Aged (26-45),35,707,2,0.0,3,94148.3,2,855,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),34,602,5,0.0,2,77414.45,2,743,0
France,Female,1,0,PLATINUM,Older Adults (46-64),47,635,2,125724.95,2,63236.97,5,773,0
France,Male,0,1,PLATINUM,Retirement Aged (65+),67,597,2,0.0,2,108645.85,2,352,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),38,503,1,0.0,2,95153.24,2,433,0
Spain,Female,1,0,GOLD,Older Adults (46-64),64,524,5,0.0,1,136079.64,2,364,1
France,Male,1,0,DIAMOND,Older Adults (46-64),46,700,5,95872.86,1,98273.01,5,509,1
France,Male,1,0,PLATINUM,Middle-Aged (26-45),33,692,9,0.0,1,113505.93,3,272,1
France,Male,0,1,PLATINUM,Middle-Aged (26-45),37,562,2,0.0,1,52525.15,3,231,1
France,Male,1,0,PLATINUM,Middle-Aged (26-45),37,679,7,74260.03,1,194617.98,4,436,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),35,603,1,123407.69,1,152541.89,2,833,1
Spain,Male,1,1,SILVER,Middle-Aged (26-45),33,720,3,123783.91,2,142903.44,2,649,0
France,Male,1,0,DIAMOND,Young Adults (18-25),24,797,5,0.0,2,182257.61,3,707,0
France,Male,0,0,PLATINUM,Middle-Aged (26-45),36,594,6,153880.15,1,135431.72,4,706,0
France,Female,1,1,SILVER,Middle-Aged (26-45),31,529,7,0.0,2,175697.87,3,578,0
Germany,Female,0,1,GOLD,Middle-Aged (26-45),32,606,1,106301.85,2,59061.25,3,469,0
Spain,Female,0,1,PLATINUM,Middle-Aged (26-45),40,621,7,0.0,2,131283.6,4,499,1
France,Female,1,0,SILVER,Middle-Aged (26-45),43,513,9,0.0,2,152499.8,1,301,0
Germany,Male,1,0,SILVER,Middle-Aged (26-45),44,753,3,138076.47,1,15523.09,2,290,1
France,Female,0,1,DIAMOND,Middle-Aged (26-45),30,605,9,135422.31,1,186418.85,5,241,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),37,574,7,0.0,2,32262.28,2,737,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),38,726,5,126875.62,1,128052.29,2,514,0
Spain,Female,1,0,GOLD,Middle-Aged (26-45),28,611,3,96381.68,2,181419.29,3,855,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),41,593,4,119703.1,2,109783.29,3,814,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),41,466,2,152102.18,2,181879.56,4,322,0
Germany,Female,1,0,SILVER,Middle-Aged (26-45),36,741,0,127675.39,2,74260.16,3,283,0
Germany,Female,0,1,SILVER,Middle-Aged (26-45),44,684,2,133776.86,2,49865.04,5,387,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),33,550,9,72788.03,1,103608.06,2,487,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),26,593,9,76226.9,1,167564.82,5,608,0
Germany,Male,0,1,DIAMOND,Older Adults (46-64),48,601,9,163630.76,1,41816.49,1,490,1
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),30,676,5,0.0,2,179066.58,3,705,0
France,Female,0,0,PLATINUM,Older Adults (46-64),46,556,10,0.0,2,109184.24,3,950,0
France,Male,1,1,SILVER,Middle-Aged (26-45),36,719,3,155423.17,1,199841.32,2,374,0
Germany,Male,1,1,SILVER,Older Adults (46-64),55,850,0,98710.89,1,83617.17,4,614,1
Spain,Female,1,0,DIAMOND,Older Adults (46-64),49,649,2,0.0,1,84863.85,3,226,1
Spain,Male,0,1,PLATINUM,Middle-Aged (26-45),41,509,7,126683.8,1,114775.53,3,824,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),33,684,4,140700.61,1,103557.93,5,987,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),30,806,8,168078.83,1,85028.36,1,709,1
Spain,Male,1,0,SILVER,Middle-Aged (26-45),44,729,4,107726.93,2,153064.87,5,456,0
France,Female,1,1,SILVER,Middle-Aged (26-45),33,683,9,0.0,2,38784.42,2,644,0
Spain,Female,1,1,GOLD,Older Adults (46-64),63,689,1,0.0,2,186526.12,1,371,0
Germany,Female,1,0,DIAMOND,Young Adults (18-25),21,672,1,35741.69,1,28789.94,2,466,0
Germany,Female,0,1,PLATINUM,Older Adults (46-64),53,602,5,98268.84,1,45038.29,5,813,1
France,Female,0,1,PLATINUM,Young Adults (18-25),20,739,4,133800.98,1,150245.81,3,320,0
France,Female,0,0,PLATINUM,Young Adults (18-25),21,618,2,125682.79,1,57762.0,1,783,0
France,Female,1,0,SILVER,Middle-Aged (26-45),42,674,9,0.0,2,4292.72,1,632,0
France,Male,1,0,GOLD,Middle-Aged (26-45),26,762,6,130428.78,1,173365.89,4,858,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),37,790,6,0.0,2,119484.01,4,413,0
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),27,754,8,0.0,2,121821.16,3,307,0
France,Male,1,0,GOLD,Middle-Aged (26-45),44,729,6,0.0,2,151733.43,3,807,0
Germany,Female,0,1,SILVER,Older Adults (46-64),47,606,0,137138.2,2,53784.22,4,765,0
France,Male,1,1,GOLD,Young Adults (18-25),23,616,8,73112.95,1,62733.05,1,606,0
France,Male,0,1,SILVER,Older Adults (46-64),47,772,9,152347.01,1,17671.78,1,902,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),41,652,8,115144.68,1,188905.43,4,900,0
France,Male,0,0,SILVER,Middle-Aged (26-45),43,743,5,0.0,2,113079.19,5,402,1
France,Male,0,0,PLATINUM,Middle-Aged (26-45),39,793,3,137817.52,1,83997.79,5,252,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),45,743,7,157332.26,1,125424.42,2,775,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),37,746,2,0.0,2,143194.05,4,415,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),39,627,5,124586.93,1,93132.61,2,265,1
Spain,Male,0,1,GOLD,Middle-Aged (26-45),38,713,6,116980.78,2,76038.38,3,503,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),40,678,3,128398.38,1,168658.3,3,893,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),39,540,1,0.0,1,108419.41,2,727,0
Germany,Female,1,1,PLATINUM,Middle-Aged (26-45),33,615,3,137657.25,2,171657.57,4,676,0
Spain,Male,1,1,DIAMOND,Older Adults (46-64),53,415,5,167259.44,1,22357.25,2,929,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),45,628,8,0.0,2,193903.06,2,684,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),26,700,4,119009.57,1,141926.43,4,319,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),33,623,2,80002.33,1,104079.62,2,343,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),37,623,4,140211.88,1,93832.33,3,271,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),44,679,3,118742.74,2,1568.91,1,233,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),37,632,1,138207.08,1,60778.11,3,302,1
France,Female,0,1,DIAMOND,Older Adults (46-64),47,790,10,148636.21,1,16119.96,4,538,1
France,Male,1,0,DIAMOND,Middle-Aged (26-45),45,514,1,178827.79,1,60375.18,5,493,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),33,491,5,83134.3,1,187946.55,1,686,0
France,Male,0,1,PLATINUM,Retirement Aged (65+),92,753,3,121513.31,1,195563.99,3,307,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),37,693,6,95900.04,1,38196.24,5,936,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),30,679,1,112543.42,1,179435.21,1,228,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),34,529,9,0.0,1,93208.22,3,562,0
Spain,Female,0,1,DIAMOND,Middle-Aged (26-45),31,619,3,141751.82,1,61531.86,4,241,0
Spain,Female,1,0,GOLD,Middle-Aged (26-45),37,680,6,124140.57,2,92826.35,1,460,0
Germany,Male,0,0,DIAMOND,Middle-Aged (26-45),45,693,2,116546.59,2,23140.28,5,235,1
France,Female,1,0,PLATINUM,Middle-Aged (26-45),28,834,6,0.0,1,74287.53,2,397,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),29,636,6,157576.47,2,101102.39,1,332,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),43,538,5,0.0,2,126933.73,4,587,0
Germany,Female,0,0,SILVER,Middle-Aged (26-45),44,566,5,141428.99,2,68408.74,4,459,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),35,597,0,127510.99,1,155356.34,4,868,0
France,Female,0,1,PLATINUM,Middle-Aged (26-45),29,711,9,0.0,2,3234.8,4,501,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),31,606,10,0.0,2,195209.4,3,992,0
Spain,Male,1,1,SILVER,Older Adults (46-64),51,615,6,81818.49,1,169149.38,3,454,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),36,589,1,100895.54,1,68075.14,3,967,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),45,606,5,63832.43,1,93707.8,5,940,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),29,582,4,0.0,2,156153.27,5,548,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),36,710,4,116085.06,1,58601.61,1,306,0
France,Male,1,1,GOLD,Older Adults (46-64),57,467,1,0.0,2,114448.77,1,843,0
France,Male,0,1,SILVER,Middle-Aged (26-45),30,749,1,0.0,2,126551.65,1,427,0
Germany,Female,0,1,PLATINUM,Middle-Aged (26-45),33,564,2,115761.51,1,112350.21,2,792,1
Spain,Male,1,1,GOLD,Middle-Aged (26-45),26,730,6,0.0,2,185808.7,4,325,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),32,678,4,139626.01,1,118235.52,3,287,1
France,Female,0,1,GOLD,Middle-Aged (26-45),31,540,7,0.0,1,183051.6,1,457,1
France,Female,0,1,PLATINUM,Middle-Aged (26-45),35,767,6,115576.44,1,27922.45,3,633,0
France,Female,1,0,SILVER,Young Adults (18-25),23,615,4,0.0,2,196476.19,5,773,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),41,583,5,77647.6,1,190429.52,2,866,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),40,850,5,0.0,2,35034.15,4,632,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),34,651,10,148962.46,1,66389.43,1,907,1
France,Male,1,0,GOLD,Young Adults (18-25),22,798,8,0.0,2,107615.43,5,280,0
France,Male,1,1,SILVER,Middle-Aged (26-45),37,695,2,0.0,2,99692.65,1,361,0
Germany,Male,0,0,PLATINUM,Middle-Aged (26-45),41,497,5,80542.81,1,88729.22,2,334,1
France,Male,0,0,GOLD,Middle-Aged (26-45),40,739,4,0.0,2,173321.65,4,804,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),34,549,4,0.0,2,139463.57,3,339,0
France,Male,1,1,SILVER,Middle-Aged (26-45),35,850,9,102050.47,1,3769.71,5,242,0
Spain,Male,1,0,GOLD,Older Adults (46-64),49,648,5,0.0,1,149946.43,4,549,1
France,Female,0,1,GOLD,Young Adults (18-25),24,679,6,114948.76,2,135768.25,4,471,0
Germany,Male,1,0,SILVER,Middle-Aged (26-45),39,606,8,136000.45,2,31708.53,4,819,0
France,Male,1,1,GOLD,Middle-Aged (26-45),32,850,4,156001.68,2,151677.31,1,882,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),41,619,3,147974.16,2,170518.83,3,699,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),44,719,2,0.0,2,196582.19,5,660,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),26,640,5,90402.77,1,3298.65,5,412,0
France,Male,0,0,DIAMOND,Middle-Aged (26-45),40,710,5,0.0,2,162878.96,2,219,0
France,Male,0,1,PLATINUM,Middle-Aged (26-45),31,580,2,0.0,2,64014.24,1,316,0
France,Male,1,0,SILVER,Middle-Aged (26-45),44,550,9,0.0,2,26257.01,4,296,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),31,841,3,162701.65,2,126794.56,3,232,0
France,Male,1,0,SILVER,Middle-Aged (26-45),34,760,2,0.0,2,164162.44,4,814,0
France,Female,0,0,GOLD,Middle-Aged (26-45),30,687,6,0.0,2,179206.92,2,511,0
Germany,Female,0,0,DIAMOND,Middle-Aged (26-45),35,753,5,82453.96,2,18254.75,3,917,0
France,Male,1,0,GOLD,Middle-Aged (26-45),35,661,9,100107.99,1,83949.68,3,661,0
France,Male,1,1,GOLD,Middle-Aged (26-45),28,699,7,0.0,2,22684.78,2,638,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),39,617,5,83348.89,3,7953.62,3,994,1
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),44,595,4,96553.52,2,143952.24,4,666,1
France,Male,1,0,PLATINUM,Older Adults (46-64),50,669,9,201009.64,1,158032.5,2,346,1
France,Female,1,0,SILVER,Middle-Aged (26-45),27,613,5,125167.74,1,199104.52,3,819,0
France,Male,1,1,SILVER,Middle-Aged (26-45),32,782,9,0.0,1,87566.97,5,255,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),43,582,5,153313.67,1,170563.73,4,794,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),30,679,9,0.0,2,157871.55,5,460,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),40,611,2,125879.29,1,93203.43,4,319,0
Germany,Female,0,1,GOLD,Middle-Aged (26-45),37,455,6,170057.62,1,54398.56,5,932,0
France,Male,1,1,GOLD,Middle-Aged (26-45),32,621,1,0.0,2,168779.47,5,781,0
Germany,Male,0,0,DIAMOND,Older Adults (46-64),48,596,2,131326.47,1,1140.02,2,912,1
Spain,Female,1,0,GOLD,Older Adults (46-64),56,585,1,128472.8,1,186476.91,2,815,1
France,Male,1,0,GOLD,Middle-Aged (26-45),32,742,6,160485.16,1,29023.03,5,295,0
Germany,Male,0,1,DIAMOND,Middle-Aged (26-45),42,850,6,84445.68,3,60021.34,1,411,1
Germany,Female,0,0,GOLD,Middle-Aged (26-45),40,738,1,115409.18,2,180456.8,5,925,0
Spain,Male,1,1,GOLD,Older Adults (46-64),46,619,8,62400.48,1,132498.39,5,862,1
France,Female,0,1,DIAMOND,Older Adults (46-64),50,628,4,143054.56,1,109608.81,5,306,1
France,Male,1,1,GOLD,Young Adults (18-25),24,487,7,133628.09,2,98570.01,4,223,0
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),41,513,9,107135.04,2,160546.58,1,576,0
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),26,563,7,0.0,2,6139.74,4,743,0
France,Female,0,1,PLATINUM,Retirement Aged (65+),65,803,2,151659.52,2,6930.17,5,321,0
Spain,Female,0,1,DIAMOND,Middle-Aged (26-45),32,607,7,0.0,3,10674.62,4,701,0
Germany,Female,1,1,SILVER,Older Adults (46-64),51,628,9,155903.82,2,71159.84,5,597,0
Spain,Female,0,0,GOLD,Older Adults (46-64),49,521,4,82940.25,2,62413.01,3,772,1
Germany,Female,0,0,PLATINUM,Older Adults (46-64),50,669,4,112650.89,1,166386.22,2,440,1
France,Female,1,0,DIAMOND,Middle-Aged (26-45),41,686,10,0.0,1,133086.45,1,466,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),35,700,4,95853.39,2,192933.37,5,862,0
France,Female,1,0,SILVER,Middle-Aged (26-45),42,663,1,82228.67,2,71359.78,5,366,0
Spain,Female,0,1,GOLD,Middle-Aged (26-45),31,671,4,0.0,2,79270.02,2,598,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),35,651,1,163700.78,3,29583.48,4,467,1
France,Male,1,0,GOLD,Middle-Aged (26-45),34,728,4,106328.08,1,88680.65,5,709,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),34,574,7,152992.91,1,134691.2,5,705,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),38,464,3,116439.65,1,75574.48,5,434,0
Spain,Male,0,0,DIAMOND,Middle-Aged (26-45),27,604,9,101352.78,1,30252.3,2,799,0
Spain,Female,1,0,GOLD,Middle-Aged (26-45),37,836,10,0.0,2,111324.41,1,645,0
Germany,Female,0,1,DIAMOND,Retirement Aged (65+),75,511,9,105609.17,1,105425.18,4,567,0
France,Female,1,1,SILVER,Middle-Aged (26-45),45,518,8,0.0,2,36193.07,1,916,0
France,Male,1,1,GOLD,Retirement Aged (65+),67,756,4,0.0,3,93081.87,1,593,0
France,Female,1,1,DIAMOND,Older Adults (46-64),47,489,8,103894.38,2,107625.46,4,953,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),27,622,9,139834.93,1,152733.89,2,972,0
France,Female,0,1,SILVER,Middle-Aged (26-45),36,652,6,112518.71,2,110421.31,4,826,0
France,Female,1,0,GOLD,Middle-Aged (26-45),37,625,7,115895.42,1,48486.25,5,973,0
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),39,521,3,146408.68,1,72993.67,3,818,0
France,Male,1,1,SILVER,Middle-Aged (26-45),34,546,4,165363.31,2,25744.13,2,440,1
France,Female,1,0,PLATINUM,Middle-Aged (26-45),45,697,1,0.0,2,46807.62,3,559,1
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),33,571,3,71843.15,1,26772.04,5,294,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),35,748,5,105492.53,1,150057.2,4,811,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),35,591,7,183027.25,1,56028.79,2,723,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),29,814,1,131968.57,2,147693.92,2,545,0
France,Female,0,1,SILVER,Middle-Aged (26-45),45,709,3,104118.5,1,174032.0,2,569,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),27,433,2,0.0,2,153698.65,2,415,0
France,Male,1,1,PLATINUM,Young Adults (18-25),20,781,0,125023.1,2,108301.45,3,295,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),30,656,4,74323.2,1,22929.08,4,650,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),38,683,7,109346.13,2,102665.92,4,603,0
France,Male,1,0,GOLD,Middle-Aged (26-45),32,620,6,0.0,2,56139.09,1,818,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),39,637,3,109698.41,1,88391.29,2,416,1
Spain,Female,0,1,SILVER,Middle-Aged (26-45),30,525,5,0.0,2,149195.44,4,802,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),34,793,5,127758.09,1,143357.03,2,633,0
Germany,Male,1,0,DIAMOND,Older Adults (46-64),50,638,1,102645.48,1,168359.98,2,663,1
